تاریخ,کد کالا,نام کالا,واحد,تعداد,قیمت واحد,بهای واحد,مبلغ کل,مشتری
1404/11/15,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,68,41649,32972,2832132,تعاونی مصرف کارکنان
1404/11/15,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,30,83298,67680,2498940,کافه رستوران ونک
1404/11/15,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,27,45120,36443,1218240,بوفه دانشگاه
1404/11/15,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,16,93711,76357,1499376,فروشگاه گلستان
1404/11/15,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,20,145772,117138,2915440,فروشگاه زنجیره‌ای مهر
1404/11/15,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,11,123212,99785,1355332,فروشگاه زنجیره‌ای مهر
1404/11/15,SKU00039,عدس ۹۰۰ گرمی,عدد,10,105858,85034,1058580,مینی‌مارکت شبانه
1404/11/15,SKU00040,نخود ۹۰۰ گرمی,عدد,4,112800,91108,451200,مینی‌مارکت شبانه
1404/11/15,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,34,95446,76357,3245164,فروشگاه امید
1404/11/15,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,47,45120,36443,2120640,فروشگاه رفاه محلی
1404/11/15,SKU00043,ماست دبه ۲ کیلویی,عدد,14,177877,143169,2490278,مینی‌مارکت نسیم
1404/11/15,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,10,102388,82431,1023880,فروشگاه سپیدار
1404/11/15,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,10,190892,151846,1908920,فروشگاه سپیدار
1404/11/15,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,7,407815,334062,2854705,تعاونی مصرف کارکنان
1404/11/15,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,26,73754,59003,1917604,فروشگاه زنجیره‌ای مهر
1404/11/15,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,10,232542,186554,2325420,مینی‌مارکت نسیم
1404/11/15,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,10,79828,62474,798280,مینی‌مارکت شبانه
1404/11/15,SKU00050,صابون بسته ۶ عددی,بسته,9,104123,83298,937107,هایپر نیک
1404/11/16,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,4,3908077,3300154,15632308,مینی‌مارکت نسیم
1404/11/16,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2301423,1823769,11507115,مینی‌مارکت نسیم
1404/11/16,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,30,160665,130269,4819950,فروشگاه سپیدار
1404/11/16,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,11,395150,330015,4346650,بقالی برادران احمدی
1404/11/16,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,48,36475,30396,1750800,سوپر مارکت البرز
1404/11/16,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,4,212773,169350,851092,فروشگاه سپیدار
1404/11/16,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,9,451600,364754,4064400,هایپر ستاره شهر
1404/11/16,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,56,41686,33002,2334416,فروشگاه گلستان
1404/11/16,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,25,83372,67740,2084300,فروشگاه امید
1404/11/16,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,45,45160,36475,2032200,سوپرمارکت پارسیان
1404/11/16,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,20,93794,76425,1875880,سوپر مارکت البرز
1404/11/16,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,24,145902,117242,3501648,سوپر مارکت البرز
1404/11/16,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,9,123322,99873,1109898,مینی‌مارکت نسیم
1404/11/16,SKU00039,عدس ۹۰۰ گرمی,عدد,15,105952,85109,1589280,هایپر نیک
1404/11/16,SKU00040,نخود ۹۰۰ گرمی,عدد,12,112900,91188,1354800,فروشگاه گلستان
1404/11/16,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,29,95531,76425,2770399,سوپرمارکت آفتاب
1404/11/16,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,47,45160,36475,2122520,فروشگاه امید
1404/11/16,SKU00043,ماست دبه ۲ کیلویی,عدد,13,178035,143296,2314455,بقالی برادران احمدی
1404/11/16,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,7,102478,82504,717346,بقالی برادران احمدی
1404/11/16,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,17,191062,151981,3248054,سوپر پروتئین سبز
1404/11/16,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,9,408177,334358,3673593,سوپرمارکت پارسیان
1404/11/16,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,26,73819,59055,1919294,کافه رستوران ونک
1404/11/16,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,4,232748,186719,930992,کافه رستوران ونک
1404/11/16,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,22,79898,62529,1757756,سوپر مارکت البرز
1404/11/16,SKU00050,صابون بسته ۶ عددی,بسته,7,104215,83372,729505,بوفه دانشگاه
1404/11/17,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,1,3911538,3303077,3911538,کافه رستوران ونک
1404/11/17,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,2,2303462,1825385,4606924,سوپر پروتئین سبز
1404/11/17,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,12,160808,130385,1929696,بوفه دانشگاه
1404/11/17,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,2,395500,330308,791000,هایپر ستاره شهر
1404/11/17,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,8,36508,30423,292064,مینی‌مارکت نسیم
1404/11/17,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,6,212962,169500,1277772,بقالی برادران احمدی
1404/11/17,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,452000,365077,1356000,تعاونی مصرف کارکنان
1404/11/17,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,16,41723,33031,667568,سوپر مارکت البرز
1404/11/17,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,9,83446,67800,751014,مینی‌مارکت نسیم
1404/11/17,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,10,45200,36508,452000,بوفه دانشگاه
1404/11/17,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,8,93877,76492,751016,تعاونی مصرف کارکنان
1404/11/17,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,11,146031,117346,1606341,بقالی برادران احمدی
1404/11/17,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,4,123431,99962,493724,فروشگاه امید
1404/11/17,SKU00039,عدس ۹۰۰ گرمی,عدد,4,106046,85185,424184,هایپر ستاره شهر
1404/11/17,SKU00040,نخود ۹۰۰ گرمی,عدد,3,113000,91269,339000,مینی‌مارکت شبانه
1404/11/17,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,9,95615,76492,860535,هایپر ستاره شهر
1404/11/17,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,26,45200,36508,1175200,بقالی برادران احمدی
1404/11/17,SKU00043,ماست دبه ۲ کیلویی,عدد,10,178192,143423,1781920,هایپر نیک
1404/11/17,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,7,102569,82577,717983,فروشگاه رفاه محلی
1404/11/17,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,5,191231,152115,956155,سوپرمارکت پارسیان
1404/11/17,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,2,408538,334654,817076,مینی‌مارکت شبانه
1404/11/17,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,9,73885,59108,664965,سوپرمارکت آفتاب
1404/11/17,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,3,232954,186885,698862,بقالی برادران احمدی
1404/11/17,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,8,79969,62585,639752,بقالی برادران احمدی
1404/11/17,SKU00050,صابون بسته ۶ عددی,بسته,3,104308,83446,312924,بوفه دانشگاه
1404/11/18,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,4,3915000,3306000,15660000,بقالی برادران احمدی
1404/11/18,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2305500,1827000,9222000,فروشگاه زنجیره‌ای مهر
1404/11/18,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,28,160950,130500,4506600,بوفه دانشگاه
1404/11/18,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,7,395850,330600,2770950,مینی‌مارکت نسیم
1404/11/18,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,30,36540,30450,1096200,مینی‌مارکت شبانه
1404/11/18,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,7,213150,169650,1492050,هایپر ستاره شهر
1404/11/18,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,452400,365400,1357200,هایپر ستاره شهر
1404/11/18,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,61,41760,33060,2547360,بقالی برادران احمدی
1404/11/18,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,21,83520,67860,1753920,فروشگاه گلستان
1404/11/18,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,33,45240,36540,1492920,فروشگاه زنجیره‌ای مهر
1404/11/18,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,8,93960,76560,751680,هایپر ستاره شهر
1404/11/18,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,17,146160,117450,2484720,مینی‌مارکت نسیم
1404/11/18,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,5,123540,100050,617700,بقالی برادران احمدی
1404/11/18,SKU00039,عدس ۹۰۰ گرمی,عدد,7,106140,85260,742980,بقالی برادران احمدی
1404/11/18,SKU00040,نخود ۹۰۰ گرمی,عدد,7,113100,91350,791700,مینی‌مارکت نسیم
1404/11/18,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,15,95700,76560,1435500,کافه رستوران ونک
1404/11/18,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,44,45240,36540,1990560,بقالی برادران احمدی
1404/11/18,SKU00043,ماست دبه ۲ کیلویی,عدد,9,178350,143550,1605150,مینی‌مارکت نسیم
1404/11/18,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,12,102660,82650,1231920,بوفه دانشگاه
1404/11/18,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,4,191400,152250,765600,بوفه دانشگاه
1404/11/18,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,6,408900,334950,2453400,تعاونی مصرف کارکنان
1404/11/18,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,15,73950,59160,1109250,هایپر نیک
1404/11/18,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,5,233160,187050,1165800,هایپر ستاره شهر
1404/11/18,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,9,80040,62640,720360,فروشگاه امید
1404/11/18,SKU00050,صابون بسته ۶ عددی,بسته,8,104400,83520,835200,بوفه دانشگاه
1404/11/19,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3918462,3308923,7836924,فروشگاه سپیدار
1404/11/19,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2307538,1828615,11537690,هایپر ستاره شهر
1404/11/19,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,10,161092,130615,1610920,سوپرمارکت پارسیان
1404/11/19,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,6,396200,330892,2377200,سوپرمارکت پارسیان
1404/11/19,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,31,36572,30477,1133732,هایپر نیک
1404/11/19,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,8,213338,169800,1706704,مینی‌مارکت شبانه
1404/11/19,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,452800,365723,1811200,بقالی برادران احمدی
1404/11/19,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,55,41797,33089,2298835,فروشگاه امید
1404/11/19,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,12,83594,67920,1003128,سوپرمارکت آفتاب
1404/11/19,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,26,45280,36572,1177280,بقالی برادران احمدی
1404/11/19,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,4,94043,76628,376172,تعاونی مصرف کارکنان
1404/11/19,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,15,146289,117554,2194335,فروشگاه یاس
1404/11/19,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,123649,100138,741894,تعاونی مصرف کارکنان
1404/11/19,SKU00039,عدس ۹۰۰ گرمی,عدد,6,106234,85335,637404,سوپرمارکت پارسیان
1404/11/19,SKU00040,نخود ۹۰۰ گرمی,عدد,8,113200,91431,905600,فروشگاه سپیدار
1404/11/19,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,24,95785,76628,2298840,سوپرمارکت پارسیان
1404/11/19,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,28,45280,36572,1267840,بوفه دانشگاه
1404/11/19,SKU00043,ماست دبه ۲ کیلویی,عدد,10,178508,143677,1785080,فروشگاه گلستان
1404/11/19,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,6,102751,82723,616506,کافه رستوران ونک
1404/11/19,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,10,191569,152385,1915690,تعاونی مصرف کارکنان
1404/11/19,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,8,409262,335246,3274096,سوپرمارکت آفتاب
1404/11/19,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,30,74015,59212,2220450,فروشگاه امید
1404/11/19,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,7,233366,187215,1633562,فروشگاه گلستان
1404/11/19,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,12,80111,62695,961332,فروشگاه سپیدار
1404/11/19,SKU00050,صابون بسته ۶ عددی,بسته,9,104492,83594,940428,مینی‌مارکت نسیم
1404/11/20,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3921923,3311846,11765769,هایپر نیک
1404/11/20,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2309577,1830231,9238308,مینی‌مارکت نسیم
1404/11/20,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,32,161235,130731,5159520,بقالی برادران احمدی
1404/11/20,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,4,396550,331185,1586200,تعاونی مصرف کارکنان
1404/11/20,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,41,36605,30504,1500805,فروشگاه رفاه محلی
1404/11/20,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,10,213527,169950,2135270,کافه رستوران ونک
1404/11/20,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,453200,366046,1812800,سوپرمارکت پارسیان
1404/11/20,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,57,41834,33118,2384538,سوپرمارکت پارسیان
1404/11/20,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,19,83668,67980,1589692,تعاونی مصرف کارکنان
1404/11/20,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,31,45320,36605,1404920,کافه رستوران ونک
1404/11/20,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,13,94126,76695,1223638,سوپر مارکت البرز
1404/11/20,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,19,146418,117658,2781942,فروشگاه رفاه محلی
1404/11/20,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,123758,100227,742548,سوپر پروتئین سبز
1404/11/20,SKU00039,عدس ۹۰۰ گرمی,عدد,9,106328,85411,956952,سوپرمارکت پارسیان
1404/11/20,SKU00040,نخود ۹۰۰ گرمی,عدد,4,113300,91512,453200,فروشگاه سپیدار
1404/11/20,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,37,95869,76695,3547153,هایپر نیک
1404/11/20,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,28,45320,36605,1268960,فروشگاه سپیدار
1404/11/20,SKU00043,ماست دبه ۲ کیلویی,عدد,13,178665,143804,2322645,سوپر پروتئین سبز
1404/11/20,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,17,102842,82796,1748314,فروشگاه سپیدار
1404/11/20,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,4,191738,152519,766952,فروشگاه زنجیره‌ای مهر
1404/11/20,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,4,409623,335542,1638492,بوفه دانشگاه
1404/11/20,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,12,74081,59265,888972,سوپرمارکت پارسیان
1404/11/20,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,8,233572,187381,1868576,تعاونی مصرف کارکنان
1404/11/20,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,17,80182,62751,1363094,بقالی برادران احمدی
1404/11/20,SKU00050,صابون بسته ۶ عددی,بسته,8,104585,83668,836680,فروشگاه سپیدار
1404/11/21,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3925385,3314769,7850770,فروشگاه سپیدار
1404/11/21,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2311615,1831846,11558075,سوپرمارکت آفتاب
1404/11/21,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,28,161377,130846,4518556,فروشگاه سپیدار
1404/11/21,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,6,396900,331477,2381400,سوپر مارکت البرز
1404/11/21,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,38,36637,30531,1392206,هایپر نیک
1404/11/21,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,9,213715,170100,1923435,هایپر نیک
1404/11/21,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,453600,366369,1814400,سوپر مارکت البرز
1404/11/21,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,47,41871,33148,1967937,هایپر نیک
1404/11/21,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,22,83742,68040,1842324,تعاونی مصرف کارکنان
1404/11/21,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,17,45360,36637,771120,بوفه دانشگاه
1404/11/21,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,7,94209,76763,659463,سوپرمارکت آفتاب
1404/11/21,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,16,146548,117762,2344768,سوپرمارکت آفتاب
1404/11/21,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,123868,100315,743208,سوپر پروتئین سبز
1404/11/21,SKU00039,عدس ۹۰۰ گرمی,عدد,8,106422,85486,851376,سوپر پروتئین سبز
1404/11/21,SKU00040,نخود ۹۰۰ گرمی,عدد,6,113400,91592,680400,سوپرمارکت پارسیان
1404/11/21,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,23,95954,76763,2206942,فروشگاه یاس
1404/11/21,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,30,45360,36637,1360800,بوفه دانشگاه
1404/11/21,SKU00043,ماست دبه ۲ کیلویی,عدد,15,178823,143931,2682345,سوپرمارکت پارسیان
1404/11/21,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,12,102932,82869,1235184,سوپرمارکت آفتاب
1404/11/21,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,11,191908,152654,2110988,فروشگاه امید
1404/11/21,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,6,409985,335838,2459910,مینی‌مارکت نسیم
1404/11/21,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,22,74146,59317,1631212,کافه رستوران ونک
1404/11/21,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,233778,187546,1402668,سوپرمارکت پارسیان
1404/11/21,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,14,80252,62806,1123528,فروشگاه یاس
1404/11/21,SKU00050,صابون بسته ۶ عددی,بسته,14,104677,83742,1465478,سوپرمارکت آفتاب
1404/11/22,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,4,3928846,3317692,15715384,هایپر نیک
1404/11/22,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2313654,1833462,11568270,فروشگاه یاس
1404/11/22,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,16,161519,130962,2584304,مینی‌مارکت شبانه
1404/11/22,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,8,397250,331769,3178000,هایپر ستاره شهر
1404/11/22,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,33,36669,30558,1210077,سوپرمارکت پارسیان
1404/11/22,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,10,213904,170250,2139040,فروشگاه زنجیره‌ای مهر
1404/11/22,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,8,454000,366692,3632000,فروشگاه گلستان
1404/11/22,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,57,41908,33177,2388756,هایپر نیک
1404/11/22,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,21,83815,68100,1760115,بقالی برادران احمدی
1404/11/22,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,38,45400,36669,1725200,تعاونی مصرف کارکنان
1404/11/22,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,7,94292,76831,660044,بقالی برادران احمدی
1404/11/22,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,10,146677,117865,1466770,فروشگاه گلستان
1404/11/22,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,14,123977,100404,1735678,فروشگاه سپیدار
1404/11/22,SKU00039,عدس ۹۰۰ گرمی,عدد,5,106515,85562,532575,فروشگاه امید
1404/11/22,SKU00040,نخود ۹۰۰ گرمی,عدد,7,113500,91673,794500,مینی‌مارکت شبانه
1404/11/22,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,20,96038,76831,1920760,مینی‌مارکت شبانه
1404/11/22,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,24,45400,36669,1089600,کافه رستوران ونک
1404/11/22,SKU00043,ماست دبه ۲ کیلویی,عدد,17,178981,144058,3042677,سوپر مارکت البرز
1404/11/22,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,8,103023,82942,824184,فروشگاه رفاه محلی
1404/11/22,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,11,192077,152788,2112847,سوپر مارکت البرز
1404/11/22,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,6,410346,336135,2462076,فروشگاه زنجیره‌ای مهر
1404/11/22,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,24,74212,59369,1781088,مینی‌مارکت شبانه
1404/11/22,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,10,233985,187712,2339850,کافه رستوران ونک
1404/11/22,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,22,80323,62862,1767106,فروشگاه سپیدار
1404/11/22,SKU00050,صابون بسته ۶ عددی,بسته,10,104769,83815,1047690,فروشگاه گلستان
1404/11/23,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,6,3932308,3320615,23593848,بقالی برادران احمدی
1404/11/23,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,7,2315692,1835077,16209844,هایپر نیک
1404/11/23,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,23,161662,131077,3718226,فروشگاه سپیدار
1404/11/23,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,5,397600,332062,1988000,فروشگاه گلستان
1404/11/23,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,36,36702,30585,1321272,سوپر پروتئین سبز
1404/11/23,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,15,214092,170400,3211380,سوپرمارکت پارسیان
1404/11/23,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,7,454400,367015,3180800,بوفه دانشگاه
1404/11/23,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,94,41945,33206,3942830,مینی‌مارکت شبانه
1404/11/23,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,36,83889,68160,3020004,بقالی برادران احمدی
1404/11/23,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,27,45440,36702,1226880,سوپر پروتئین سبز
1404/11/23,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,22,94375,76898,2076250,فروشگاه سپیدار
1404/11/23,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,23,146806,117969,3376538,سوپر مارکت البرز
1404/11/23,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,13,124086,100492,1613118,سوپرمارکت پارسیان
1404/11/23,SKU00039,عدس ۹۰۰ گرمی,عدد,10,106609,85637,1066090,سوپر مارکت البرز
1404/11/23,SKU00040,نخود ۹۰۰ گرمی,عدد,3,113600,91754,340800,فروشگاه گلستان
1404/11/23,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,15,96123,76898,1441845,مینی‌مارکت شبانه
1404/11/23,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,48,45440,36702,2181120,فروشگاه گلستان
1404/11/23,SKU00043,ماست دبه ۲ کیلویی,عدد,29,179138,144185,5195002,فروشگاه زنجیره‌ای مهر
1404/11/23,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,18,103114,83015,1856052,فروشگاه امید
1404/11/23,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,8,192246,152923,1537968,مینی‌مارکت شبانه
1404/11/23,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,10,410708,336431,4107080,فروشگاه گلستان
1404/11/23,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,27,74277,59422,2005479,فروشگاه سپیدار
1404/11/23,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,11,234191,187877,2576101,سوپرمارکت آفتاب
1404/11/23,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,23,80394,62917,1849062,فروشگاه گلستان
1404/11/23,SKU00050,صابون بسته ۶ عددی,بسته,16,104862,83889,1677792,فروشگاه امید
1404/11/24,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3935769,3323538,7871538,سوپر مارکت البرز
1404/11/24,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,3,2317731,1836692,6953193,هایپر نیک
1404/11/24,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,21,161804,131192,3397884,سوپرمارکت آفتاب
1404/11/24,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,3,397950,332354,1193850,مینی‌مارکت نسیم
1404/11/24,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,16,36734,30612,587744,فروشگاه زنجیره‌ای مهر
1404/11/24,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,8,214281,170550,1714248,هایپر نیک
